DATE,DEXJPUS
1994-01-06,112.75
1994-01-07,111.97
1994-01-10,112.38
1994-01-11,112.35
1994-01-12,112.40
1994-01-13,111.92
1994-01-14,111.24
1994-01-17,.
1994-01-18,110.75
1994-01-19,110.85
1994-01-20,111.60
1994-01-21,111.25
1994-01-24,111.80
1994-01-25,111.15
1994-01-26,110.28
1994-01-27,109.62
1994-01-28,109.45
1994-01-31,108.72
1994-02-01,108.05
1994-02-02,108.03
1994-02-03,108.18
1994-02-04,108.98
1994-02-07,108.56
1994-02-08,108.66
1994-02-09,107.89
1994-02-10,108.45
1994-02-11,107.67
1994-02-14,104.08
1994-02-15,103.95
1994-02-16,103.80
1994-02-17,104.20
1994-02-18,104.15
1994-02-21,.
1994-02-22,105.27
1994-02-23,105.80
1994-02-24,105.15
1994-02-25,104.63
1994-02-28,104.22
1994-03-01,104.80
1994-03-02,103.70
1994-03-03,103.73
1994-03-04,105.60
1994-03-07,105.73
1994-03-08,105.30
1994-03-09,105.88
1994-03-10,105.70
1994-03-11,105.05
1994-03-14,106.00
1994-03-15,105.97
1994-03-16,105.85
1994-03-17,105.82
1994-03-18,106.05
1994-03-21,106.25
1994-03-22,106.00
1994-03-23,106.40
1994-03-24,105.52
1994-03-25,104.85
1994-03-28,104.12
1994-03-29,103.45
1994-03-30,103.07
1994-03-31,102.40
1994-04-01,103.75
1994-04-04,103.30
1994-04-05,103.85
1994-04-06,104.45
1994-04-07,104.85
1994-04-08,105.02
1994-04-11,103.45
1994-04-12,103.62
1994-04-13,103.57
1994-04-14,104.15
1994-04-15,103.60
1994-04-18,103.40
1994-04-19,103.23
1994-04-20,103.30
1994-04-21,103.65
1994-04-22,103.60
1994-04-25,103.26
1994-04-26,102.95
1994-04-27,102.35
1994-04-28,101.77
1994-04-29,102.05
1994-05-02,101.79
1994-05-03,101.20
1994-05-04,102.00
1994-05-05,102.70
1994-05-06,102.72
1994-05-09,102.70
1994-05-10,104.00
1994-05-11,104.42
1994-05-12,104.23
1994-05-13,104.90
1994-05-16,104.80
1994-05-17,104.37
1994-05-18,103.55
1994-05-19,104.25
1994-05-20,103.97
1994-05-23,104.33
1994-05-24,104.90
1994-05-25,104.50
1994-05-26,104.45
1994-05-27,104.30
1994-05-30,.
1994-05-31,104.74
1994-06-01,104.70
1994-06-02,104.98
1994-06-03,105.38
1994-06-06,105.25
1994-06-07,104.90
1994-06-08,104.05
1994-06-09,104.45
1994-06-10,103.70
1994-06-13,103.00
1994-06-14,102.50
1994-06-15,102.78
1994-06-16,103.28
1994-06-17,102.75
1994-06-20,101.90
1994-06-21,101.78
1994-06-22,101.17
1994-06-23,101.10
1994-06-24,100.50
1994-06-27,100.05
1994-06-28,100.03
1994-06-29,98.82
1994-06-30,98.51
1994-07-01,98.51
1994-07-04,.
1994-07-05,98.87
1994-07-06,98.23
1994-07-07,98.86
1994-07-08,98.10
1994-07-11,97.37
1994-07-12,96.81
1994-07-13,97.90
1994-07-14,98.40
1994-07-15,98.10
1994-07-18,98.51
1994-07-19,99.20
1994-07-20,98.55
1994-07-21,98.55
1994-07-22,98.55
1994-07-25,98.95
1994-07-26,98.03
1994-07-27,98.18
1994-07-28,99.18
1994-07-29,100.05
1994-08-01,99.35
1994-08-02,100.37
1994-08-03,100.42
1994-08-04,100.20
1994-08-05,100.37
1994-08-08,101.33
1994-08-09,101.20
1994-08-10,101.20
1994-08-11,100.85
1994-08-12,100.27
1994-08-15,100.10
1994-08-16,100.31
1994-08-17,100.31
1994-08-18,98.85
1994-08-19,98.57
1994-08-22,98.01
1994-08-23,98.40
1994-08-24,98.62
1994-08-25,99.71
1994-08-26,100.40
1994-08-29,100.05
1994-08-30,99.63
1994-08-31,100.11
1994-09-01,99.63
1994-09-02,99.20
1994-09-05,.
1994-09-06,98.77
1994-09-07,99.25
1994-09-08,99.48
1994-09-09,99.20
1994-09-12,99.00
1994-09-13,98.96
1994-09-14,99.05
1994-09-15,99.45
1994-09-16,98.72
1994-09-19,98.58
1994-09-20,97.79
1994-09-21,97.92
1994-09-22,98.05
1994-09-23,97.70
1994-09-26,98.65
1994-09-27,98.37
1994-09-28,98.77
1994-09-29,98.67
1994-09-30,99.05
1994-10-03,99.50
1994-10-04,99.65
1994-10-05,99.47
1994-10-06,99.65
1994-10-07,100.37
1994-10-10,.
1994-10-11,100.50
1994-10-12,99.95
1994-10-13,99.75
1994-10-14,98.43
1994-10-17,97.68
1994-10-18,97.79
1994-10-19,97.30
1994-10-20,97.20
1994-10-21,97.37
1994-10-24,97.20
1994-10-25,96.95
1994-10-26,97.05
1994-10-27,96.95
1994-10-28,97.40
1994-10-31,96.90
1994-11-01,96.77
1994-11-02,97.00
1994-11-03,98.20
1994-11-04,97.65
1994-11-07,97.24
1994-11-08,96.93
1994-11-09,97.78
1994-11-10,97.92
1994-11-11,.
1994-11-14,98.07
1994-11-15,98.28
1994-11-16,98.37
1994-11-17,98.10
1994-11-18,98.50
1994-11-21,98.41
1994-11-22,98.19
1994-11-23,98.27
1994-11-24,.
1994-11-25,98.75
1994-11-28,98.59
1994-11-29,98.95
1994-11-30,98.91
1994-12-01,99.40
1994-12-02,100.39
1994-12-05,100.32
1994-12-06,100.35
1994-12-07,100.13
1994-12-08,100.41
1994-12-09,100.22
1994-12-12,100.04
1994-12-13,100.32
1994-12-14,100.30
1994-12-15,100.26
1994-12-16,100.28
1994-12-19,100.15
1994-12-20,100.32
1994-12-21,100.23
1994-12-22,100.45
1994-12-23,100.22
1994-12-26,.
1994-12-27,100.46
1994-12-28,100.33
1994-12-29,99.65
1994-12-30,99.60
1995-01-02,.
1995-01-03,100.52
1995-01-04,101.40
1995-01-05,100.97
1995-01-06,101.37
1995-01-09,100.33
1995-01-10,100.40
1995-01-11,99.90
1995-01-12,98.80
1995-01-13,98.77
1995-01-16,.
1995-01-17,99.00
1995-01-18,99.55
1995-01-19,99.43
1995-01-20,99.40
1995-01-23,99.75
1995-01-24,99.64
1995-01-25,99.60
1995-01-26,99.31
1995-01-27,99.35
1995-01-30,98.40
1995-01-31,99.43
1995-02-01,99.40
1995-02-02,99.50
1995-02-03,99.75
1995-02-06,99.30
1995-02-07,99.42
1995-02-08,98.98
1995-02-09,98.85
1995-02-10,98.86
1995-02-13,98.66
1995-02-14,98.65
1995-02-15,98.52
1995-02-16,97.55
1995-02-17,97.48
1995-02-20,.
1995-02-21,97.30
1995-02-22,97.03
1995-02-23,96.80
1995-02-24,97.10
1995-02-27,96.75
1995-02-28,96.60
1995-03-01,96.75
1995-03-02,95.81
1995-03-03,94.40
1995-03-06,92.60
1995-03-07,90.85
1995-03-08,91.27
1995-03-09,90.57
1995-03-10,91.23
1995-03-13,90.50
1995-03-14,90.97
1995-03-15,89.40
1995-03-16,90.30
1995-03-17,89.19
1995-03-20,89.42
1995-03-21,89.38
1995-03-22,88.92
1995-03-23,88.31
1995-03-24,89.10
1995-03-27,89.07
1995-03-28,89.22
1995-03-29,88.31
1995-03-30,89.53
1995-03-31,86.85
1995-04-03,86.25
1995-04-04,86.36
1995-04-05,86.25
1995-04-06,85.47
1995-04-07,84.32
1995-04-10,83.10
1995-04-11,83.80
1995-04-12,84.00
1995-04-13,83.59
1995-04-14,83.35
1995-04-17,82.10
1995-04-18,81.40
1995-04-19,81.12
1995-04-20,82.95
1995-04-21,82.92
1995-04-24,83.26
1995-04-25,81.95
1995-04-26,83.98
1995-04-27,83.58
1995-04-28,84.04
1995-05-01,83.53
1995-05-02,83.69
1995-05-03,83.45
1995-05-04,83.62
1995-05-05,84.03
1995-05-08,83.00
1995-05-09,82.95
1995-05-10,83.87
1995-05-11,85.80
1995-05-12,87.00
1995-05-15,86.86
1995-05-16,86.20
1995-05-17,86.73
1995-05-18,87.43
1995-05-19,86.77
1995-05-22,87.47
1995-05-23,87.38
1995-05-24,87.15
1995-05-25,85.05
1995-05-26,82.85
1995-05-29,.
1995-05-30,83.00
1995-05-31,84.65
1995-06-01,84.95
1995-06-02,84.90
1995-06-05,84.63
1995-06-06,85.10
1995-06-07,84.24
1995-06-08,84.90
1995-06-09,84.40
1995-06-12,83.92
1995-06-13,84.33
1995-06-14,84.40
1995-06-15,84.82
1995-06-16,84.66
1995-06-19,84.95
1995-06-20,84.65
1995-06-21,84.38
1995-06-22,84.65
1995-06-23,84.50
1995-06-26,84.34
1995-06-27,84.08
1995-06-28,85.70
1995-06-29,84.70
1995-06-30,84.78
1995-07-03,84.80
1995-07-04,.
1995-07-05,84.94
1995-07-06,85.18
1995-07-07,86.77
1995-07-10,87.09
1995-07-11,87.45
1995-07-12,87.51
1995-07-13,87.40
1995-07-14,87.89
1995-07-17,88.65
1995-07-18,88.35
1995-07-19,87.75
1995-07-20,87.76
1995-07-21,88.55
1995-07-24,87.55
1995-07-25,87.88
1995-07-26,87.95
1995-07-27,87.95
1995-07-28,88.18
1995-07-31,88.34
1995-08-01,88.43
1995-08-02,90.82
1995-08-03,90.45
1995-08-04,91.25
1995-08-07,91.30
1995-08-08,91.77
1995-08-09,91.57
1995-08-10,92.83
1995-08-11,93.77
1995-08-14,93.61
1995-08-15,96.68
1995-08-16,97.80
1995-08-17,97.85
1995-08-18,96.95
1995-08-21,96.55
1995-08-22,96.73
1995-08-23,96.50
1995-08-24,96.55
1995-08-25,96.64
1995-08-28,96.60
1995-08-29,97.63
1995-08-30,98.95
1995-08-31,97.75
1995-09-01,97.49
1995-09-04,.
1995-09-05,97.77
1995-09-06,98.79
1995-09-07,98.58
1995-09-08,99.75
1995-09-11,99.78
1995-09-12,100.87
1995-09-13,102.50
1995-09-14,102.55
1995-09-15,103.52
1995-09-18,103.55
1995-09-19,104.20
1995-09-20,103.25
1995-09-21,100.10
1995-09-22,98.50
1995-09-25,99.88
1995-09-26,100.83
1995-09-27,100.17
1995-09-28,99.73
1995-09-29,99.10
1995-10-02,100.72
1995-10-03,101.65
1995-10-04,100.73
1995-10-05,100.25
1995-10-06,100.85
1995-10-09,.
1995-10-10,100.64
1995-10-11,100.90
1995-10-12,100.28
1995-10-13,100.80
1995-10-16,100.45
1995-10-17,100.33
1995-10-18,100.62
1995-10-19,100.59
1995-10-20,100.25
1995-10-23,99.70
1995-10-24,100.17
1995-10-25,101.27
1995-10-26,101.80
1995-10-27,101.71
1995-10-30,101.65
1995-10-31,102.26
1995-11-01,103.07
1995-11-02,103.59
1995-11-03,103.88
1995-11-06,103.20
1995-11-07,103.18
1995-11-08,102.50
1995-11-09,100.75
1995-11-10,100.95
1995-11-13,101.70
1995-11-14,101.68
1995-11-15,100.90
1995-11-16,102.15
1995-11-17,102.03
1995-11-20,101.35
1995-11-21,101.63
1995-11-22,100.50
1995-11-23,.
1995-11-24,101.50
1995-11-27,101.80
1995-11-28,101.12
1995-11-29,101.46
1995-11-30,101.80
1995-12-01,101.20
1995-12-04,101.05
1995-12-05,101.42
1995-12-06,101.37
1995-12-07,101.40
1995-12-08,100.95
1995-12-11,101.07
1995-12-12,101.85
1995-12-13,101.75
1995-12-14,101.50
1995-12-15,102.14
1995-12-18,101.70
1995-12-19,101.85
1995-12-20,102.00
1995-12-21,101.81
1995-12-22,102.60
1995-12-25,.
1995-12-26,102.38
1995-12-27,102.80
1995-12-28,102.87
1995-12-29,103.28
1996-01-01,.
1996-01-02,103.92
1996-01-03,104.35
1996-01-04,106.41
1996-01-05,105.13
1996-01-08,105.80
1996-01-09,104.90
1996-01-10,105.28
1996-01-11,104.80
1996-01-12,105.07
1996-01-15,.
1996-01-16,105.88
1996-01-17,105.38
1996-01-18,105.44
1996-01-19,105.40
1996-01-22,105.76
1996-01-23,105.80
1996-01-24,106.92
1996-01-25,106.90
1996-01-26,106.60
1996-01-29,106.80
1996-01-30,107.29
1996-01-31,106.95
1996-02-01,107.08
1996-02-02,106.70
1996-02-05,105.02
1996-02-06,105.54
1996-02-07,106.20
1996-02-08,106.90
1996-02-09,107.10
1996-02-12,106.67
1996-02-13,106.93
1996-02-14,106.77
1996-02-15,106.18
1996-02-16,105.35
1996-02-19,.
1996-02-20,106.10
1996-02-21,105.25
1996-02-22,104.95
1996-02-23,104.73
1996-02-26,104.33
1996-02-27,104.37
1996-02-28,104.47
1996-02-29,105.12
1996-03-01,105.70
1996-03-04,105.05
1996-03-05,105.10
1996-03-06,105.37
1996-03-07,105.25
1996-03-08,105.94
1996-03-11,105.35
1996-03-12,105.54
1996-03-13,105.29
1996-03-14,105.48
1996-03-15,105.87
1996-03-18,106.02
1996-03-19,106.26
1996-03-20,106.44
1996-03-21,106.72
1996-03-22,106.80
1996-03-25,106.19
1996-03-26,106.39
1996-03-27,106.64
1996-03-28,106.34
1996-03-29,107.00
1996-04-01,107.53
1996-04-02,107.48
1996-04-03,106.94
1996-04-04,107.09
1996-04-05,107.67
1996-04-08,107.42
1996-04-09,108.18
1996-04-10,108.56
1996-04-11,108.52
1996-04-12,108.67
1996-04-15,108.36
1996-04-16,108.28
1996-04-17,108.27
1996-04-18,107.10
1996-04-19,107.10
1996-04-22,106.70
1996-04-23,106.59
1996-04-24,106.77
1996-04-25,106.47
1996-04-26,105.54
1996-04-29,104.52
1996-04-30,104.63
1996-05-01,105.08
1996-05-02,104.49
1996-05-03,104.83
1996-05-06,104.93
1996-05-07,104.97
1996-05-08,105.15
1996-05-09,104.80
1996-05-10,105.50
1996-05-13,104.96
1996-05-14,105.80
1996-05-15,106.85
1996-05-16,106.67
1996-05-17,106.53
1996-05-20,107.14
1996-05-21,107.00
1996-05-22,107.04
1996-05-23,106.78
1996-05-24,107.90
1996-05-27,.
1996-05-28,108.70
1996-05-29,108.77
1996-05-30,107.65
1996-05-31,107.99
1996-06-03,108.37
1996-06-04,109.20
1996-06-05,108.84
1996-06-06,109.26
1996-06-07,109.23
1996-06-10,109.07
1996-06-11,109.50
1996-06-12,109.47
1996-06-13,108.85
1996-06-14,108.87
1996-06-17,108.85
1996-06-18,108.04
1996-06-19,108.05
1996-06-20,108.10
1996-06-21,109.10
1996-06-24,108.94
1996-06-25,109.03
1996-06-26,109.50
1996-06-27,109.45
1996-06-28,109.48
1996-07-01,109.56
1996-07-02,110.10
1996-07-03,110.31
1996-07-04,.
1996-07-05,110.95
1996-07-08,110.94
1996-07-09,110.28
1996-07-10,110.18
1996-07-11,110.18
1996-07-12,110.69
1996-07-15,110.45
1996-07-16,109.15
1996-07-17,108.62
1996-07-18,107.93
1996-07-19,108.22
1996-07-22,107.50
1996-07-23,108.09
1996-07-24,108.29
1996-07-25,108.38
1996-07-26,108.33
1996-07-29,109.20
1996-07-30,108.08
1996-07-31,106.77
1996-08-01,106.75
1996-08-02,107.05
1996-08-05,106.64
1996-08-06,106.92
1996-08-07,107.95
1996-08-08,108.14
1996-08-09,108.12
1996-08-12,107.72
1996-08-13,107.59
1996-08-14,107.94
1996-08-15,108.01
1996-08-16,107.96
1996-08-19,107.87
1996-08-20,108.30
1996-08-21,108.34
1996-08-22,108.23
1996-08-23,108.40
1996-08-26,107.70
1996-08-27,107.78
1996-08-28,108.44
1996-08-29,108.50
1996-08-30,108.70
1996-09-02,.
1996-09-03,109.28
1996-09-04,108.85
1996-09-05,109.09
1996-09-06,109.37
1996-09-09,109.19
1996-09-10,109.84
1996-09-11,110.25
1996-09-12,110.30
1996-09-13,110.44
1996-09-16,110.15
1996-09-17,110.39
1996-09-18,109.21
1996-09-19,109.38
1996-09-20,109.87
1996-09-23,109.86
1996-09-24,109.82
1996-09-25,110.38
1996-09-26,110.45
1996-09-27,110.85
1996-09-30,111.65
1996-10-01,111.37
1996-10-02,111.66
1996-10-03,111.48
1996-10-04,111.63
1996-10-07,111.27
1996-10-08,111.31
1996-10-09,111.47
1996-10-10,111.28
1996-10-11,111.66
1996-10-14,.
1996-10-15,112.28
1996-10-16,112.14
1996-10-17,112.22
1996-10-18,112.54
1996-10-21,112.76
1996-10-22,112.86
1996-10-23,112.97
1996-10-24,112.85
1996-10-25,113.33
1996-10-28,114.12
1996-10-29,114.11
1996-10-30,113.97
1996-10-31,113.79
1996-11-01,113.28
1996-11-04,113.97
1996-11-05,114.22
1996-11-06,113.98
1996-11-07,111.54
1996-11-08,111.63
1996-11-11,.
1996-11-12,111.50
1996-11-13,111.41
1996-11-14,111.29
1996-11-15,111.30
1996-11-18,111.31
1996-11-19,111.55
1996-11-20,111.25
1996-11-21,111.42
1996-11-22,111.41
1996-11-25,112.69
1996-11-26,112.66
1996-11-27,113.33
1996-11-28,.
1996-11-29,113.88
1996-12-02,113.80
1996-12-03,113.59
1996-12-04,113.13
1996-12-05,112.35
1996-12-06,112.84
1996-12-09,113.27
1996-12-10,113.28
1996-12-11,112.90
1996-12-12,113.55
1996-12-13,113.80
1996-12-16,114.24
1996-12-17,113.63
1996-12-18,113.65
1996-12-19,114.00
1996-12-20,114.25
1996-12-23,114.12
1996-12-24,114.50
1996-12-25,.
1996-12-26,114.92
1996-12-27,116.13
1996-12-30,115.88
1996-12-31,115.77
1997-01-01,.
1997-01-02,115.49
1997-01-03,116.33
1997-01-06,115.80
1997-01-07,115.34
1997-01-08,115.86
1997-01-09,116.19
1997-01-10,116.10
1997-01-13,116.41
1997-01-14,116.90
1997-01-15,117.24
1997-01-16,116.54
1997-01-17,117.11
1997-01-20,.
1997-01-21,117.80
1997-01-22,118.92
1997-01-23,119.65
1997-01-24,119.06
1997-01-27,119.45
1997-01-28,121.19
1997-01-29,121.98
1997-01-30,121.55
1997-01-31,121.25
1997-02-03,121.68
1997-02-04,122.34
1997-02-05,123.59
1997-02-06,123.82
1997-02-07,124.54
1997-02-10,122.74
1997-02-11,123.17
1997-02-12,124.02
1997-02-13,124.35
1997-02-14,124.06
1997-02-17,.
1997-02-18,123.92
1997-02-19,124.30
1997-02-20,122.83
1997-02-21,123.28
1997-02-24,122.18
1997-02-25,121.93
1997-02-26,121.90
1997-02-27,120.80
1997-02-28,120.83
1997-03-03,121.15
1997-03-04,121.95
1997-03-05,121.50
1997-03-06,121.28
1997-03-07,121.88
1997-03-10,121.70
1997-03-11,121.77
1997-03-12,122.68
1997-03-13,123.24
1997-03-14,123.46
1997-03-17,123.65
1997-03-18,122.45
1997-03-19,122.80
1997-03-20,123.59
1997-03-21,122.82
1997-03-24,122.93
1997-03-25,123.90
1997-03-26,124.23
1997-03-27,123.65
1997-03-28,123.90
1997-03-31,123.72
1997-04-01,122.70
1997-04-02,122.72
1997-04-03,122.80
1997-04-04,124.27
1997-04-07,125.67
1997-04-08,126.08
1997-04-09,126.86
1997-04-10,125.95
1997-04-11,126.04
1997-04-14,126.48
1997-04-15,126.35
1997-04-16,125.75
1997-04-17,126.05
1997-04-18,125.88
1997-04-21,125.66
1997-04-22,126.25
1997-04-23,126.16
1997-04-24,125.96
1997-04-25,125.88
1997-04-28,126.68
1997-04-29,126.81
1997-04-30,127.03
1997-05-01,126.64
1997-05-02,126.57
1997-05-05,126.70
1997-05-06,125.45
1997-05-07,125.09
1997-05-08,123.85
1997-05-09,120.73
1997-05-12,118.95
1997-05-13,118.75
1997-05-14,118.33
1997-05-15,116.28
1997-05-16,115.43
1997-05-19,116.05
1997-05-20,113.80
1997-05-21,114.08
1997-05-22,115.96
1997-05-23,115.80
1997-05-26,.
1997-05-27,116.45
1997-05-28,115.52
1997-05-29,116.21
1997-05-30,116.40
1997-06-02,116.74
1997-06-03,116.15
1997-06-04,116.30
1997-06-05,115.67
1997-06-06,115.40
1997-06-09,112.63
1997-06-10,112.60
1997-06-11,111.42
1997-06-12,113.98
1997-06-13,113.50
1997-06-16,113.49
1997-06-17,113.35
1997-06-18,113.50
1997-06-19,114.09
1997-06-20,114.62
1997-06-23,115.30
1997-06-24,114.80
1997-06-25,113.95
1997-06-26,113.23
1997-06-27,114.67
1997-06-30,114.61
1997-07-01,114.93
1997-07-02,114.52
1997-07-03,113.46
1997-07-04,.
1997-07-07,112.60
1997-07-08,112.76
1997-07-09,112.97
1997-07-10,113.08
1997-07-11,113.88
1997-07-14,113.76
1997-07-15,115.87
1997-07-16,116.28
1997-07-17,116.13
1997-07-18,115.46
1997-07-21,115.88
1997-07-22,115.68
1997-07-23,115.85
1997-07-24,115.95
1997-07-25,116.75
1997-07-28,117.76
1997-07-29,118.00
1997-07-30,118.33
1997-07-31,118.37
1997-08-01,118.47
1997-08-04,118.34
1997-08-05,119.26
1997-08-06,118.65
1997-08-07,118.40
1997-08-08,115.30
1997-08-11,115.85
1997-08-12,116.21
1997-08-13,115.78
1997-08-14,117.75
1997-08-15,117.80
1997-08-18,117.81
1997-08-19,118.45
1997-08-20,118.08
1997-08-21,117.78
1997-08-22,117.26
1997-08-25,118.73
1997-08-26,118.32
1997-08-27,118.88
1997-08-28,118.75
1997-08-29,120.65
1997-09-01,.
1997-09-02,121.55
1997-09-03,121.03
1997-09-04,120.72
1997-09-05,121.09
1997-09-08,121.02
1997-09-09,119.05
1997-09-10,119.26
1997-09-11,119.58
1997-09-12,120.93
1997-09-15,120.40
1997-09-16,121.10
1997-09-17,120.99
1997-09-18,121.98
1997-09-19,121.93
1997-09-22,122.25
1997-09-23,121.53
1997-09-24,120.40
1997-09-25,121.30
1997-09-26,120.87
1997-09-29,121.00
1997-09-30,120.71
1997-10-01,120.80
1997-10-02,121.80
1997-10-03,121.93
1997-10-06,121.93
1997-10-07,122.01
1997-10-08,121.09
1997-10-09,121.18
1997-10-10,120.13
1997-10-13,.
1997-10-14,121.75
1997-10-15,121.31
1997-10-16,119.87
1997-10-17,120.19
1997-10-20,121.40
1997-10-21,120.66
1997-10-22,120.71
1997-10-23,121.67
1997-10-24,121.73
1997-10-27,121.87
1997-10-28,119.70
1997-10-29,120.53
1997-10-30,120.68
1997-10-31,120.39
1997-11-03,121.04
1997-11-04,121.83
1997-11-05,122.56
1997-11-06,123.16
1997-11-07,123.97
1997-11-10,124.15
1997-11-11,.
1997-11-12,126.10
1997-11-13,125.93
1997-11-14,126.78
1997-11-17,125.85
1997-11-18,125.85
1997-11-19,127.22
1997-11-20,126.81
1997-11-21,125.85
1997-11-24,127.07
1997-11-25,127.45
1997-11-26,127.51
1997-11-27,.
1997-11-28,127.74
1997-12-01,129.15
1997-12-02,128.77
1997-12-03,128.72
1997-12-04,129.40
1997-12-05,130.20
1997-12-08,130.50
1997-12-09,129.80
1997-12-10,129.09
1997-12-11,129.92
1997-12-12,130.73
1997-12-15,131.08
1997-12-16,130.87
1997-12-17,127.00
1997-12-18,128.53
1997-12-19,129.10
1997-12-22,130.38
1997-12-23,130.00
1997-12-24,130.06
1997-12-25,.
1997-12-26,130.30
1997-12-29,130.05
1997-12-30,130.05
1997-12-31,130.45
1998-01-01,.
1998-01-02,132.40
1998-01-05,133.99
1998-01-06,133.88
1998-01-07,131.70
1998-01-08,132.49
1998-01-09,131.52
1998-01-12,132.83
1998-01-13,131.72
1998-01-14,131.43
1998-01-15,130.41
1998-01-16,128.88
1998-01-19,.
1998-01-20,128.80
1998-01-21,127.50
1998-01-22,127.22
1998-01-23,125.78
1998-01-26,126.64
1998-01-27,126.02
1998-01-28,125.26
1998-01-29,125.38
1998-01-30,127.10
1998-02-02,126.65
1998-02-03,126.02
1998-02-04,123.78
1998-02-05,123.31
1998-02-06,124.26
1998-02-09,124.28
1998-02-10,123.47
1998-02-11,123.53
1998-02-12,123.78
1998-02-13,125.37
1998-02-16,.
1998-02-17,126.87
1998-02-18,126.35
1998-02-19,126.25
1998-02-20,127.73
1998-02-23,128.92
1998-02-24,128.15
1998-02-25,128.62
1998-02-26,127.72
1998-02-27,126.12
1998-03-02,125.38
1998-03-03,126.05
1998-03-04,126.79
1998-03-05,127.61
1998-03-06,128.42
1998-03-09,127.78
1998-03-10,127.63
1998-03-11,129.30
1998-03-12,129.25
1998-03-13,128.23
1998-03-16,129.40
1998-03-17,129.41
1998-03-18,130.17
1998-03-19,130.43
1998-03-20,130.34
1998-03-23,130.28
1998-03-24,130.25
1998-03-25,128.76
1998-03-26,128.71
1998-03-27,130.17
1998-03-30,132.16
1998-03-31,133.29
1998-04-01,133.76
1998-04-02,133.50
1998-04-03,135.05
1998-04-06,134.71
1998-04-07,133.68
1998-04-08,132.64
1998-04-09,130.21
1998-04-10,128.96
1998-04-13,129.52
1998-04-14,129.35
1998-04-15,129.45
1998-04-16,131.78
1998-04-17,131.85
1998-04-20,132.23
1998-04-21,131.33
1998-04-22,130.77
1998-04-23,130.19
1998-04-24,130.90
1998-04-27,132.09
1998-04-28,132.19
1998-04-29,132.05
1998-04-30,132.37
1998-05-01,133.01
1998-05-04,132.98
1998-05-05,131.74
1998-05-06,132.73
1998-05-07,133.09
1998-05-08,132.88
1998-05-11,132.84
1998-05-12,134.00
1998-05-13,134.18
1998-05-14,134.23
1998-05-15,134.39
1998-05-18,135.95
1998-05-19,136.34
1998-05-20,135.99
1998-05-21,135.65
1998-05-22,135.77
1998-05-25,.
1998-05-26,137.38
1998-05-27,137.36
1998-05-28,138.91
1998-05-29,138.50
1998-06-01,139.57
1998-06-02,138.97
1998-06-03,138.34
1998-06-04,138.40
1998-06-05,139.66
1998-06-08,140.58
1998-06-09,140.25
1998-06-10,141.52
1998-06-11,143.25
1998-06-12,144.36
1998-06-15,146.42
1998-06-16,144.05
1998-06-17,137.68
1998-06-18,137.61
1998-06-19,134.20
1998-06-22,137.90
1998-06-23,139.13
1998-06-24,140.75
1998-06-25,141.67
1998-06-26,142.75
1998-06-29,141.92
1998-06-30,138.29
1998-07-01,138.65
1998-07-02,141.44
1998-07-03,139.35
1998-07-06,140.18
1998-07-07,138.78
1998-07-08,139.60
1998-07-09,141.30
1998-07-10,141.05
1998-07-13,140.98
1998-07-14,139.84
1998-07-15,140.67
1998-07-16,140.25
1998-07-17,139.60
1998-07-20,138.85
1998-07-21,140.39
1998-07-22,141.10
1998-07-23,141.54
1998-07-24,140.93
1998-07-27,142.24
1998-07-28,141.75
1998-07-29,142.46
1998-07-30,142.51
1998-07-31,144.65
1998-08-03,145.80
1998-08-04,144.84
1998-08-05,144.38
1998-08-06,144.60
1998-08-07,146.30
1998-08-10,146.54
1998-08-11,147.14
1998-08-12,146.09
1998-08-13,145.05
1998-08-14,146.37
1998-08-17,145.78
1998-08-18,145.02
1998-08-19,143.85
1998-08-20,142.60
1998-08-21,144.94
1998-08-24,143.96
1998-08-25,144.94
1998-08-26,144.43
1998-08-27,142.20
1998-08-28,142.55
1998-08-31,140.90
1998-09-01,136.23
1998-09-02,137.76
1998-09-03,134.82
1998-09-04,133.99
1998-09-07,.
1998-09-08,132.10
1998-09-09,136.45
1998-09-10,134.32
1998-09-11,131.05
1998-09-14,133.22
1998-09-15,133.05
1998-09-16,134.92
1998-09-17,131.88
1998-09-18,132.63
1998-09-21,133.40
1998-09-22,135.20
1998-09-23,136.45
1998-09-24,135.33
1998-09-25,135.10
1998-09-28,135.70
1998-09-29,133.90
1998-09-30,136.59
1998-10-01,135.75
1998-10-02,135.60
1998-10-05,134.54
1998-10-06,131.15
1998-10-07,123.97
1998-10-08,118.85
1998-10-09,117.00
1998-10-12,.
1998-10-13,118.85
1998-10-14,119.27
1998-10-15,117.50
1998-10-16,115.45
1998-10-19,114.46
1998-10-20,118.09
1998-10-21,116.85
1998-10-22,117.88
1998-10-23,118.06
1998-10-26,118.84
1998-10-27,118.60
1998-10-28,117.56
1998-10-29,117.30
1998-10-30,116.45
1998-11-02,114.52
1998-11-03,115.50
1998-11-04,116.55
1998-11-05,117.45
1998-11-06,118.73
1998-11-09,121.98
1998-11-10,122.88
1998-11-11,.
1998-11-12,122.77
1998-11-13,122.68
1998-11-16,119.70
1998-11-17,121.30
1998-11-18,121.44
1998-11-19,119.65
1998-11-20,120.32
1998-11-23,120.93
1998-11-24,120.85
1998-11-25,121.80
1998-11-26,.
1998-11-27,123.24
1998-11-30,123.21
1998-12-01,122.20
1998-12-02,120.17
